date,Spice Name,daily_volume_kg,daily_shipment_count,daily_fob_total,daily_buyer_count,daily_exporter_count,price_per_kg_inr_mean,price_per_kg_inr_median,price_per_kg_inr_min,price_per_kg_inr_max,price_per_kg_inr_vwap,rolling7_volume_kg,rolling14_volume_kg,rolling7_avg_price,lag1_price,lag7_price,rolling7_price_std,price_momentum_1d,price_momentum_7d,volume_shock,day_of_week,month,week_of_year
2025-05-14,Ajwain,19306.0,9.0,2169130.54,6.0,8.0,201.3095787,163.3273333,75.0,457.4458,112.35525433411892,74692.32,105442.3879,184.833238350011,320.39279882525204,115.15110536856885,96.00852921071437,-0.6493202882646576,-0.024279845386643295,1.8093158707615453,2,5,20
2025-05-15,Ajwain,8827.137264,14.0,1851975.6300000001,6.0,8.0,213.88520271567117,216.7529083,75.0,360.554,209.80478433781383,45079.457264,109386.45726400001,201.5837953567248,112.35525433411892,92.55088529081685,87.03380893830911,0.8673339807847544,1.266912776453271,1.3706899904792076,3,5,20
2025-05-16,Ajwain,14570.0,4.0,2998569.02,3.0,3.0,333.35986905000004,316.9575,146.5268762,552.9976,205.80432532635552,53534.457264,123856.45726400001,219.5222160876012,209.80478433781383,80.23538021022077,68.90714747190754,-0.019067529961647733,1.5650071675006432,1.9051281214460845,4,5,20
2025-05-17,Ajwain,30541.77776,17.0,6631424.85,10.0,12.0,344.75405454326665,316.3539167,196.9275,533.338,217.1263540106645,77919.435024,145122.235024,217.30098396401522,205.80432532635552,232.6749788757666,68.66267510736004,0.055013560411594886,-0.0668255131696136,2.743762762835096,5,5,20
2025-05-18,Ajwain,,,,,,,,,,,74574.11502400001,145122.235024,224.8560847083672,217.1263540106645,171.97037949790334,71.95837231703668,,,,6,5,20
2025-05-19,Ajwain,15015.0,9.0,1627879.4200000002,5.0,7.0,217.43847377333336,270.89968,75.0,325.8275333,108.41687778894439,88676.515024,152385.235024,195.65006577052486,,283.65299141599826,78.57875049787823,,-0.6177834147007357,1.0159397894202027,0,5,21
2025-05-20,Ajwain,7249.0,15.0,1435676.24,7.0,10.0,370.24937637333335,337.123125,75.0,639.485225,198.0516264317147,95508.91502399999,155346.235024,175.25987037160198,108.41687778894439,320.39279882525204,50.642981314784166,0.8267600992648274,-0.3818474473899284,0.4553920436544651,1,5,21
2025-05-21,Ajwain,2513.0,7.0,472921.1,5.0,6.0,293.1999033495238,258.86035,74.99982828,481.3129333,188.18985276112215,78715.91502399999,153408.235024,187.89897010943582,198.0516264317147,112.35525433411892,40.18773557920515,-0.04979395447677759,0.6749537338190559,0.1915495741287237,2,5,21
2025-05-22,Ajwain,349.0,6.0,78274.87,5.0,5.0,303.7537231666667,279.32576670000003,119.8696667,610.8822222,224.28329515702006,70237.77776,115317.23502400001,190.3120552459702,188.18985276112215,209.80478433781383,42.152786355883144,0.19179271287125643,0.069009440680313,0.02981301611157352,3,5,21
2025-05-23,Ajwain,321.0,5.0,77835.01000000001,5.0,5.0,288.02227762,332.784,126.0002667,407.0873214,242.47666667725858,55988.777760000004,109523.235024,196.42411213778738,224.28329515702006,205.80432532635552,47.20440616015519,0.08111781801449536,0.1781903334283652,0.034399750754623364,4,5,21
2025-05-24,Ajwain,3871.5110799999998,7.0,1142481.69,4.0,5.0,344.16698619333334,337.3636111,246.66567999999998,454.7520833,295.09968236950004,29318.51108,107237.946104,209.41966686426,242.47666667725858,217.1263540106645,62.34782833549631,0.21702300849542677,0.3591149895834651,0.7923003462425486,5,5,21
2025-05-25,Ajwain,5375.0,2.0,403125.02,1.0,1.0,75.000002955,75.000002955,74.99999583,75.00001008,75.0000037172093,34693.51108,109267.626104,190.21685784325274,295.09968236950004,,76.29293240666553,-0.7458485786396059,,1.0844967496440547,6,5,21
2025-05-26,Ajwain,8164.8,9.0,1296111.63,4.0,6.0,238.80722171111108,236.502878,75.0,366.3305,158.7438308231261,27843.31108,116519.826104,197.40642256242154,75.0000037172093,108.41687778894439,69.35555134980757,1.1165843060711897,0.4641985091302243,2.0526869033566104,0,5,22
2025-05-27,Ajwain,7109.64772,12.0,1589831.94,5.0,7.0,211.06279661637916,238.45694617499998,74.99976667,317.62445,223.616134388186,27703.9588,123212.87382400001,201.05849512763174,158.7438308231261,198.0516264317147,70.06464192208567,0.40866031283660553,0.1290800202809017,1.7964051419250595,1,5,22
2025-05-28,Ajwain,16611.2,10.0,1677595.15,6.0,8.0,192.337953512,233.749219,74.879352,321.4596,100.99180973738682,41802.158800000005,120518.073824,188.60163183852669,223.616134388186,188.18985276112215,79.80794629779403,-0.5483697542053461,-0.4633514599451849,2.7816362441070863,2,5,22
2025-05-29,Ajwain,4257.8,15.0,985495.36,5.0,6.0,235.82171323333333,293.1255507,75.00003333,387.906,231.456470464127,45710.9588,115948.73656,189.6263711681134,100.99180973738682,224.28329515702006,80.38641594948963,1.2918340711587684,0.031982655248956604,0.6520230767944426,3,5,22
2025-05-30,Ajwain,14383.65,9.0,2090584.6600000001,5.0,6.0,175.67342727333335,156.4999778,69.35003333,345.2527217,145.34451685190268,59773.6088,115762.38656,175.75034976449115,231.456470464127,242.47666667725858,78.09372180436766,-0.3720438380467339,-0.4005834918319823,1.684448237630919,4,5,22
2025-05-31,Ajwain,5678.4,5.0,1465486.97,3.0,4.0,253.91944181999997,319.6722396,74.9999881,405.2150407,258.0809682570584,61580.49772000001,90899.0088,170.46196203414232,145.34451685190268,295.09968236950004,69.4383114067802,0.775649841129042,-0.1254447778974218,0.6454770823830229,5,5,22
2025-06-01,Ajwain,900.0,1.0,67500.02,1.0,1.0,75.00002222,75.00002222,75.00002222,75.00002222,75.00002222,57105.49772,91799.0088,170.46196467739816,258.0809682570584,75.0000037172093,69.43830716725567,-0.709393440645739,2.467038640041608e-07,0.11032212749270125,6,6,22
2025-06-02,Ajwain,13732.0,6.0,1760091.18,5.0,5.0,148.40600103333333,159.08885405,75.0,230.316375,128.17442324451645,62672.697720000004,90516.0088,166.09490645188245,75.00002222,158.7438308231261,71.23610289045932,0.7089918036095808,-0.19257068082645923,1.5337460089790433,0,6,23
2025-06-03,Ajwain,42590.8,15.0,7971510.859999999,10.0,12.0,235.67510251333334,246.852,132.298,319.05199999999996,187.1650887136762,98153.85,125857.8088,160.88761421266676,128.17442324451645,223.616134388186,67.56841446528287,0.46023741691916276,-0.16300722563798853,3.037431542420394,1,6,23
2025-06-04,Ajwain,3772.4,6.0,850712.29,4.0,4.0,262.7558595666667,223.33003580000002,180.0213824,404.8523862,225.50956687198598,85315.05,127117.20880000001,178.67586523189522,187.1650887136762,100.99180973738682,65.53177352960708,0.20486982065853576,1.232949062487224,0.3095210047934098,2,6,23
2025-06-05,Ajwain,11925.0,4.0,1589747.69,4.0,4.0,329.847503275,273.2336494,75.0,697.9227143,133.31217524557653,92982.25,138693.2088,164.65525162924516,225.50956687198598,231.456470464127,62.79929523429472,-0.40884026742309665,-0.42402917067622725,0.8977519902992238,3,6,23
2025-06-06,Ajwain,12698.0,15.0,1940016.36,8.0,10.0,189.25847009533334,164.9998333,75.00002593,345.6147222,152.7812537607025,91296.6,151070.2088,165.71764261621658,133.31217524557653,145.34451685190268,62.48025757125416,0.14604126351746682,0.05116627080179015,0.9735959499039395,4,6,23
2025-06-07,Ajwain,4003.0,3.0,625332.71,3.0,3.0,308.6161777666667,186.485675,125.259525,614.1033333,156.21601548835872,89621.2,151201.69772,151.16550650640235,152.7812537607025,258.0809682570584,47.43353218654551,0.022481565264780512,-0.3947015289683752,0.3126603973167063,5,6,23
2025-06-08,Ajwain,7250.0,4.0,595665.5700000001,1.0,3.0,112.0825064575,75.000012915,75.0,223.33,82.16076827448276,95971.2,153076.69772,152.1884702284713,156.21601548835872,75.00002222,45.55726720767528,-0.47405668991342687,0.09547658577324025,0.5288044746757361,6,6,23
2025-06-09,Ajwain,8679.0328,20.0,2521302.02,8.0,11.0,285.73956557302324,289.03523214999996,121.7255263,554.3645194604646,290.5049534924605,90918.2328,153590.93052,175.37854597817758,82.16076827448276,128.17442324451645,67.38336264689676,2.535811064009788,1.2664814565872362,0.6682183290302581,0,6,24
2025-06-10,Ajwain,23153.2,11.0,6215997.82,4.0,5.0,292.09852782727273,297.6735,206.67153,338.0895833,268.47251438409984,71480.63279999999,169634.4828,186.99389250252383,290.5049534924605,187.1650887136762,76.18645528062697,-0.07584187065826564,0.4344155538258909,2.267361013065906,1,6,24
2025-06-11,Ajwain,23445.0,7.0,3543092.41,5.0,6.0,223.2897787442857,205.95771,74.99999111,603.8538,151.12358328276818,91153.2328,176468.2828,176.36732341834986,268.47251438409984,225.50956687198598,75.09883479704509,-0.4370984917042279,-0.3298573298730344,1.8004298362087274,2,6,24
2025-06-12,Ajwain,3182.0,6.0,279868.52,4.0,4.0,264.1310051716667,307.1495972,75.00000333,331.6583333,87.95365178724072,82410.2328,175392.4828,169.8875343528733,151.12358328276818,133.31217524557653,81.14629567436195,-0.4180018109902136,-0.34024291760883907,0.2702819691585679,3,6,24
2025-06-13,Ajwain,,,,,,,,,,,69712.2328,161008.83279999997,172.7385811182351,87.95365178724072,152.7812537607025,88.50642029635826,,,,4,6,24
2025-06-14,Ajwain,1000.0,2.0,180115.82,1.0,1.0,180.11582,180.11582,180.11582,180.11582,180.11582,66709.2328,156330.4328,176.72188187017534,,156.21601548835872,88.15118891724683,,0.15299202477368468,0.08994257238707144,5,6,24
2025-06-15,Ajwain,,,,,,,,,,,59459.23279999999,155430.4328,195.63410458931384,180.11582,82.16076827448276,83.84956095930345,,,,6,6,24
2025-06-16,Ajwain,2919.2,6.0,596888.27,4.0,4.0,251.24154748333333,262.81430335,161.5903782,320.5125,204.46981022281452,53699.399999999994,144617.6328,178.42707593538466,,290.5049534924605,66.55857953566961,,-0.29615723324276766,0.27180936844731973,0,6,25
2025-06-17,Ajwain,4143.96,4.0,397871.26,4.0,4.0,253.749308625,280.63861725000004,75.0,378.71999999999997,96.0123312008007,34690.16,106170.79280000001,143.9350392987248,204.46981022281452,268.47251438409984,51.12652014059337,-0.5304327269821677,-0.6423755652564225,0.5972817652037349,1,6,25
2025-06-18,Ajwain,9148.26,17.0,1344755.43,7.0,9.0,253.69144170588237,262.74725,74.9998,524.8678,146.99575985099568,20393.42,111546.6528,143.10947461237032,96.0123312008007,151.12358328276818,51.0146285568605,0.5310091736400813,-0.027314224174058266,2.2429440476388955,2,6,25
2025-06-19,Ajwain,30417.07,8.0,5676978.21,5.0,7.0,246.96515789999998,246.0072,135.89704,344.44825,186.63790463712726,47628.49,130038.72279999999,162.84632518234764,146.99575985099568,87.95365178724072,42.76333822321651,0.2696822331903681,1.1220029054461897,3.1931591784665017,3,6,25
2025-06-20,Ajwain,3592.0,5.0,1099433.2,3.0,4.0,318.18229726,303.7751667,287.92093,385.6635652,306.0782850753897,51220.49,120932.72279999999,186.71831849785465,186.63790463712726,,69.87270472744166,0.6399577870877069,,0.4207691101744634,4,6,25
2025-06-21,Ajwain,3525.0,2.0,593576.37,2.0,2.0,176.3822807142857,176.3822807142857,164.99999,187.76457142857143,168.39045957446808,53745.49,120454.72279999999,184.76409176026598,306.0782850753897,180.11582,70.2572099404626,-0.44984512856574566,-0.06509900366071086,0.39352139128325,5,6,25
2025-06-22,Ajwain,12209.5,3.0,930910.97,2.0,2.0,160.1454902,75.0,75.0,330.4364706,76.24480691270732,65954.98999999999,125414.22279999999,169.26133678204334,168.39045957446808,,76.12978506418395,-0.5472142121033334,,1.2958306869578786,6,6,25
2025-06-23,Ajwain,28922.0,9.0,4177009.68,4.0,6.0,188.3379882,199.5362308,75.0,327.90575,144.42326534885555,91957.79000000001,145657.19,160.68325894290635,76.24480691270732,204.46981022281452,74.87397667425763,0.8942046179513019,-0.2936694899287339,2.201597058824489,0,6,26
2025-06-24,Ajwain,21679.6,10.0,4064179.76,6.0,7.0,253.14230440900002,177.6041421,91.43278489,707.396375,187.46562485510316,109493.43,144183.59,173.7480151792353,144.42326534885555,96.0123312008007,69.49439490387094,0.2980292642066944,0.9525161248614675,1.3859936619028193,1,6,26
2025-06-25,Ajwain,12285.8,10.0,2160159.2800000003,5.0,7.0,341.97284006999996,318.33728610000003,75.0,707.396375,175.82569143858439,112630.97,133024.38999999998,177.86657683460504,187.46562485510316,146.99575985099568,68.49175286249037,-0.06209102829126978,0.1961276408027861,0.7635608571958493,2,6,26
2025-06-26,Ajwain,12681.395,15.0,2284391.25,5.0,10.0,191.79937994647827,175.0048,75.0,338.3884,180.13722070157107,94895.29499999998,142523.785,176.93790770095418,175.82569143858439,186.63790463712726,68.39700762057196,0.02452161130555086,-0.034830459269220904,0.9354495921004305,3,6,26
2025-06-27,Ajwain,2163.16,4.0,597810.6,2.0,3.0,351.540864725,272.4610295,206.3547619,654.886638,276.3598624305017,93466.45499999999,144686.945,172.69241875168447,180.13722070157107,306.0782850753897,59.37202299567735,0.5341630194702536,-0.09709418829750727,0.16200593036293076,4,6,26
2025-06-28,Ajwain,11777.6,13.0,1876018.63,7.0,11.0,248.50542306923077,261.1350954,80.92235000000001,412.6302,159.28700499266233,101719.055,155464.54499999998,171.39192523999796,276.3598624305017,168.39045957446808,59.581291763530956,-0.423624676927463,-0.05406158166448782,0.810499075124125,5,6,26
2025-06-29,Ajwain,2880.0,4.0,536041.78,2.0,2.0,224.490083825,223.65801225,126.3979608,324.24634999999995,186.12561806666665,92389.555,158344.54499999998,187.08918397627784,159.28700499266233,76.24480691270732,42.30615011388855,0.16849216968603709,1.4411579700078705,0.21820648448842514,6,6,26
2025-06-30,Ajwain,3125.0,8.0,841412.7,3.0,4.0,292.9752383375,314.46000000000004,136.38479999999998,379.6417067,269.252064008,66592.555,158550.34499999997,204.92186949901273,186.12561806666665,144.42326534885555,47.33425038466563,0.4466147476354332,0.8643261067226218,0.32849017431453115,0,6,27
2025-05-01,Anise,270.0,4.0,157078.32,1.0,1.0,527.274791675,535.5241667,333.3293333,704.7215,581.7715555666666,270.0,270.0,581.7715555666666,,,,,,1.0,3,5,18
2025-05-02,Anise,464.81,4.0,298278.51,4.0,4.0,632.0627717,643.83916355,488.102766,752.4699937,641.7213700118264,734.81,734.81,611.7464627892465,581.7715555666666,,42.390920325047695,0.10304700164786573,,1.2651161524747896,4,5,18
2025-05-03,Anise,280.0,2.0,179681.56,2.0,2.0,604.8175,604.8175,518.712,690.923,641.7198571428571,1014.81,1014.81,621.73759424045,641.7213700118264,,34.61160478839369,-2.3575168912604028e-06,,0.8277411535164219,5,5,18
2025-05-04,Anise,,,,,,,,,,,1014.81,1014.81,621.73759424045,641.7198571428571,,34.61160478839369,,,,6,5,18
2025-05-05,Anise,40.0,2.0,40109.31,2.0,2.0,956.6534999999999,956.6534999999999,864.495,1048.812,1002.7327499999999,1054.81,1054.81,716.9863831803375,,,192.5823701746335,,,0.1516860856457561,0,5,19
2025-05-06,Anise,52.605000000000004,2.0,37391.47,2.0,2.0,721.66097285,721.66097285,553.3235714,889.9983743,710.7968824037923,1107.415,1107.415,715.7484830250285,1002.7327499999999,,166.8041934740618,-0.29114025406690625,,0.23751258561605182,1,5,19
2025-05-07,Anise,344.0,5.0,80189.4,3.0,3.0,556.14865668,489.9995,66.00005,939.1191667,233.10872093255813,1451.415,1451.415,635.3085226762834,710.7968824037923,,247.14860811639593,-0.672045943499042,,1.4220605409204121,2,5,19
2025-05-08,Anise,3514.9916435200003,4.0,1416361.77,3.0,4.0,454.0313477040803,465.88430270816065,130.3154521,754.0413333,402.9488300082786,4696.40664352,4966.40664352,605.5047350832187,233.10872093255813,581.7715555666666,265.03109171169996,0.728587538022045,-0.30737619233413394,4.490656679020642,3,5,19
2025-05-09,Anise,10.0,1.0,6485.24,1.0,1.0,648.524,648.524,648.524,648.524,648.524,4241.59664352,4976.40664352,606.6385067479144,402.9488300082786,641.7213700118264,265.23148295358146,0.609445050347152,0.01060059755848286,0.014145616625678823,4,5,19
2025-05-10,Anise,700.0,2.0,387721.75,1.0,1.0,558.8594125,558.8594125,524.061025,593.6578000000001,553.8882142857143,4661.596643520001,5676.40664352,591.9998996050573,648.524,641.7198571428571,265.33181378929936,-0.14592487820695255,-0.1368691367105227,0.9009788536376999,5,5,19
2025-05-11,Anise,125.0,1.0,76604.7,1.0,1.0,612.8376,612.8376,612.8376,612.8376,612.8376,4786.596643520001,5801.40664352,594.976713947192,553.8882142857143,,242.34171357677084,0.10642830844542495,,0.18280211707091668,6,5,19
2025-05-12,Anise,1989.0,7.0,730709.5199999999,3.0,3.0,516.8275142,371.064,330.01525,860.51,367.37532429200604,6735.596643520001,7790.40664352,504.21136741747847,612.8376,1002.7327499999999,173.32340078439785,-0.4005339680659181,-0.63362588457193,2.067077459781482,0,5,20
2025-05-13,Anise,6970.84,13.0,2401084.4,4.0,5.0,487.2468153769231,334.56795,334.5675661,965.326,344.446924628742,13653.83164352,14761.24664352,451.8756591638998,367.37532429200604,710.7968824037923,154.8762544880176,-0.06241137645118355,-0.5154073784568638,3.573786558526825,1,5,20
2025-05-14,Anise,1461.0,3.0,1045609.96,3.0,3.0,745.5612578666666,872.04,361.1819556,1003.461818,715.6810130171116,14770.83164352,16222.24664352,520.8145580331218,344.446924628742,233.10872093255813,148.54079924542617,1.0777686251328844,2.0701597527282942,0.6923780763885837,2,5,20
2025-05-15,Anise,25.0,1.0,23295.45,1.0,1.0,931.818,931.818,931.818,931.818,931.818,11280.84,15977.24664352,596.3672966033677,715.6810130171116,402.9488300082786,203.08462914524378,0.30200184586665935,1.312497097909071,0.015513029171586513,3,5,20
2025-05-16,Anise,65.0,1.0,49549.52,1.0,1.0,762.3003077,762.3003077,762.3003077,762.3003077,762.3003077,11335.84,15577.43664352,612.6210548462249,931.818,648.524,212.29866910936164,-0.18192146137979737,0.17543885453738017,0.04013818120227526,4,5,20
2025-05-17,Anise,1820.0,11.0,1189621.3099999998,5.0,5.0,630.3750270636364,593.9581,293.90828,1016.46965,653.6380823862638,12455.84,17117.43664352,626.8710360034462,762.3003077,553.8882142857143,211.04334692217583,-0.14254516785069915,0.1800902520180636,1.0228133951624299,5,5,20
2025-05-18,Anise,200.0,1.0,93281.46,1.0,1.0,466.4073,466.4073,466.4073,466.4073,466.4073,12530.84,17317.43664352,605.9524217177319,653.6380823862638,612.8376,219.7439115430211,-0.2864441155306199,-0.238938178727937,0.11172435367461399,6,5,20
2025-05-19,Anise,10.0,1.0,6691.3,1.0,1.0,669.13,669.13,669.13,669.13,669.13,10551.84,17287.43664352,649.0602325331596,466.4073,367.37532429200604,193.12720828070786,0.43464735650578357,0.8213798144704625,0.006633914085126385,0,5,21
2025-05-20,Anise,708.5,9.0,400577.98000000004,4.0,4.0,775.8602370472222,801.2664,304.0896,1192.5896,565.3888214661963,4289.500000000001,17943.331643520003,680.6233606527959,669.13,344.446924628742,147.77614362631334,-0.15503889906864687,0.6414395979165552,1.1561953607646576,1,5,21
2025-05-21,Anise,1300.0,2.0,804402.75,2.0,2.0,560.01942,560.01942,450.9087,669.13014,618.7713461538461,4128.500000000001,18899.331643520003,666.7791225294724,565.3888214661963,715.6810130171116,148.4821672537159,0.09441736847434545,-0.13540902315505243,2.2041903839166763,2,5,21
2025-05-22,Anise,1108.6,2.0,646402.0700000001,2.0,2.0,601.13331685,601.13331685,578.68063,623.5860037,583.0796229495039,5212.1,16492.94,616.9593543794015,618.7713461538461,931.818,92.79696342335659,-0.05768160310944348,-0.37425589229924305,1.4888816407973753,3,5,21
2025-05-23,Anise,790.0,5.0,464420.26999999996,4.0,4.0,601.569445,614.842,464.08585,670.488,587.8737594936708,5937.1,17272.94,592.0412760642115,583.0796229495039,762.3003077,67.1357620209943,0.008222095843301469,-0.22881605378411307,0.9314311700998803,4,5,21
2025-05-24,Anise,1146.8,5.0,915260.65,3.0,4.0,843.4830253399999,664.4714,281.04,1835.1679849999998,798.0996249555285,5263.900000000001,17719.74,612.6786392883922,587.8737594936708,653.6380823862638,102.2479295027936,0.3576037577232958,0.22101151457068235,1.5250289709151008,5,5,21
2025-05-25,Anise,,,,,,,,,,,5063.900000000001,17594.74,637.0571958364575,798.0996249555285,466.4073,86.9098909356424,,,,6,5,21
2025-05-26,Anise,60186.0,5.0,4910964.04,4.0,4.0,245.64640000666668,80.465,59.524833333333326,644.2621667,81.59645166656698,65239.9,75791.74,539.1349377808855,,669.13,239.89247904962315,,-0.8780559059277465,5.535201617415109,0,5,22
2025-05-27,Anise,2283.6,9.0,1104864.37,5.0,5.0,852.7091242703704,950.7675,59.524833333333326,1218.407833,483.82570061912764,66815.0,71104.50000000001,525.541084306374,81.59645166656698,565.3888214661963,240.4175932480833,4.929494368164646,-0.14426022897933288,0.20506772431340267,1,5,22
2025-05-28,Anise,84.0,4.0,76977.13,2.0,3.0,849.8891333500001,948.6391667,522.603,979.6752,916.3944047714288,65599.0,69727.50000000001,575.1449274093044,483.82570061912764,618.7713461538461,289.24532307608155,0.894058962966962,0.48099036981519205,0.007683043948840684,2,5,22
2025-05-29,Anise,306.0,3.0,272235.61,2.0,2.0,1037.7985833333335,887.1911,877.10965,1349.095,889.6588562091503,64796.4,70008.50000000001,626.2414662859122,916.3944047714288,583.0796229495039,316.7033940177215,-0.029174718246939735,0.5257930841568732,0.028334907494860825,3,5,22
2025-05-30,Anise,2118.5,12.0,1389142.24,6.0,8.0,616.2979479583333,586.44941,142.5577976,1211.210719,655.7197262800331,66124.90000000001,72062.00000000001,637.5491274169725,889.6588562091503,587.8737594936708,316.2704243516858,-0.2629537471542016,0.11540907497690878,0.19222713380284884,4,5,22
2025-05-31,Anise,42.2,4.0,37677.15,3.0,3.0,1001.75070375,864.3065000000001,257.75,2020.6398149999995,892.823459763033,65020.3,70284.20000000001,653.3364332182233,655.7197262800331,798.0996249555285,328.03292363604385,0.3615931075127392,0.11868673013445252,0.003894168436626715,5,5,22
2025-06-01,Anise,30125.0,2.0,2447870.48,2.0,2.0,175.91442,175.91442,80.465,271.36384,81.2571113692946,95145.3,100209.20000000001,571.6108158112335,892.823459763033,,369.3573720326758,-0.9089886018554426,,2.2163469976972063,6,6,22
2025-06-02,Anise,99.08,3.0,46442.43,3.0,3.0,708.290194,409.538,377.493375,1337.839207,468.736677427937,35058.38,100298.28000000001,626.916562348572,81.2571113692946,81.59645166656698,307.57306495881176,4.76856190835579,4.744571827012368,0.019783001952742827,0,6,23
2025-06-03,Anise,60460.0,5.0,4905904.21,4.0,4.0,160.43836665999999,157.5,80.465,248.93,81.14297403238504,93234.78,160049.78,569.390458550466,468.736677427937,483.82570061912764,370.0982275906994,-0.8268900686892379,-0.8322888306087287,4.539293169351609,1,6,23
2025-06-04,Anise,2680.0,3.0,649936.11,2.0,2.0,375.6780833333333,221.85,221.85,683.33425,242.51347388059702,95830.78,161429.78,473.12175413749,81.14297403238504,916.3944047714288,351.99416866929704,1.9887180840057361,-0.7353612455315178,0.19576173751272816,2,6,23
2025-06-05,Anise,480.0,2.0,299202.64,1.0,1.0,629.2150357,629.2150357,593.9578214000001,664.47225,623.3388333166669,96004.78,160801.18,435.0760365814209,242.51347388059702,889.6588562091503,311.5362594646917,1.5703266022388989,-0.2993507241947515,0.0349982573784347,3,6,23
2025-06-06,Anise,630.0,3.0,336779.03,3.0,3.0,514.3808489,520.95878,370.2676667,651.9161,534.5698888904762,94516.28,160641.18,417.76891695434136,623.3388333166669,655.7197262800331,300.4018641427087,-0.14240881472740596,-0.18475856762286624,0.04665862854526225,4,6,23
2025-06-07,Anise,5.0,1.0,7823.01,1.0,1.0,1564.602,1564.602,1564.602,1564.602,1564.602,94479.08,159499.38,513.7372798453367,534.5698888904762,892.823459763033,510.9676269712003,1.926842743139539,0.7524203501723239,0.0003704523795108928,5,6,23
2025-06-08,Anise,,,,,,,,,,,64354.08,159499.38,585.817307924677,1564.602,81.2571113692946,519.2909042266967,,,,6,6,23
2025-06-09,Anise,774.58048,7.0,446289.16000000003,4.0,6.0,588.6834700840025,540.3988405880174,236.7775,1200.784,576.1688701424545,65029.58048,100087.96048000001,603.7226733770966,,468.736677427937,516.2900002334186,,0.22919519185915194,0.07146721300823007,0,6,24
